,League,Team,Country,Rating,Age,Years,AAV
Nora Smith,Peru,Huanuco,Nigeria,8.805430050239373,13,2,0.8999999999999999
Arthur Kellogg,Colombia,Soledad,Colombia,8.769193687853505,12,1,1.3333333333333333
Jayson Williams,Finland,Lahti,Italy,8.729873875426051,12,1,1.7999999999999998
Carmen Cain,Iraq,Ramadi,Canada,8.702222490216908,11,2,1.4000000000000001
David Newman,Kuwait,Um Al Hayman,Japan,8.659148957157651,13,2,0.1
Sara Taylor,Singapore,Yishun,Singapore,8.633611237789228,12,1,1.1111111111111112
Jonathan Prestridge,New Zealand,New Plymouth,Singapore,8.62023423534966,12,1,0.6666666666666667
James Marchetti,Saudi Arabia,Najran,Italy,8.553692208508963,12,1,1.5
Leonard Carter,Austria,Leoben,United Kingdom,8.538334827660027,12,1,1.0
William Moats,Israel,Bat Yam,France,8.523628820232094,12,1,2.166666666666667
Krystle Moldrem,Singapore,Sengkang,Italy,8.51136780002805,12,1,1.833333333333334
Kristy Yielding,Thailand,Pattaya,Vietnam,8.490528525859947,11,2,0.8000000000000003
Treva Stuzman,Denmark,Horsens,France,8.47018418452385,12,1,1.3999999999999995
Kristin Currie,Kenya,Nyeri,Austria,8.436375395234435,14,2,0.22222222222222215
Thomas Holman,Chile,San Pedro de la Paz,France,8.426168004763333,11,2,1.4000000000000001
James Daniel,Vietnam,Can Tho,Russia,8.421231159029022,12,1,1.6
Morris Rudlong,Thailand,Nakhon Si Thammarat,Thailand,8.417349311800137,14,2,0.8999999999999999
Sheri Murphy,Ukraine,Mariupol,China,8.412447834913214,12,1,1.3333333333333333
Kevin Sullivan,Colombia,Barranquilla,Japan,8.403545463817094,12,1,1.7999999999999998
Mary Moreno,Algeria,Annaba,Germany,8.29262032473945,12,1,1.0666666666666667
Brad Large,Turkey,Malatya,China,8.277854649493243,12,1,1.3999999999999995
Travis Zeigler,Israel,Nazareth,France,8.260755966906556,12,1,1.6000000000000005
Richard Kendell,Switzerland,Biel,France,8.254646690201666,12,1,2.0
Douglas Walquist,Bangladesh,Gazipur,China,8.227207225783172,12,1,2.0
Alan Gonzalez,Turkey,Umraniye,Turkey,8.216055048031569,12,1,1.3999999999999995
Louis Bell,Slovakia,Bardejov,Switzerland,8.185168865587244,11,2,1.4000000000000001
Hilda Howard,Singapore,Geylang,Singapore,8.185047832151842,11,2,0.9722222222222223
Lonnie Coupe,Belgium,Aalst,Germany,8.177924080936425,12,1,1.6666666666666665
Timothy Fields,Chile,Coquimbo,Chile,8.176394127867123,12,1,1.5999999999999996
William Debusk,Denmark,Esbjerg,Japan,8.159699154942567,12,1,1.7999999999999998
William Holloway,Iraq,Kirkuk,Mexico,8.146430723886185,12,1,2.0
Angelina Walker,Vietnam,Da Nang,China,8.140362645243318,12,1,1.6
Helen Moore,South Africa,East London,Japan,8.021627822882136,12,1,1.0666666666666667
Michael Green,Ireland,Naas,France,7.992819398187874,12,1,1.5
Julianna Johnson,Czech Republic,Kladno,Japan,7.98488103162583,12,1,1.5
Joel Flores,Kenya,Nyeri,Canada,7.956146161910647,12,1,0.40000000000000013
Mary Pinckney,Kuwait,Abu Halifa,Japan,7.951678549489693,12,1,0.4666666666666666
Casandra Black,Finland,Rovaniemi,Poland,7.9471400383913045,12,1,1.5
David Wilcoxen,Belgium,Leuven,United Kingdom,7.932972406179079,12,1,2.0
Brian Rogers,Czech Republic,Havirov,Canada,7.812958331216014,12,1,1.5
Kirsten Morgan,Portugal,Agualva-Cacem,United Kingdom,7.760690506994111,12,1,1.7999999999999998
Elizabeth Christmas,Denmark,Holstebro,United States,7.751499522015049,12,1,1.5
Matthew Daniels,Oman,Salalah,Australia,7.7350857856104245,12,1,1.5555555555555554
Richard Jeffery,Singapore,Geylang,Sweden,7.705756111980821,12,1,1.3888888888888886
David Pineau,Kuwait,Um Al Hayman,Canada,7.659720800585433,13,2,0.20000000000000004
Megan Samuels,Angola,Malanje,Indonesia,7.652955973782317,13,2,1.2000000000000002
Gina Bokor,Norway,Molde,Indonesia,7.638900744223814,12,1,1.3333333333333333
Jeanne Soukup,Kenya,Ruiru,Brazil,7.609830808317439,12,1,1.3333333333333333
Barbara Edwards,Denmark,Viborg,Hong Kong,7.594042031992765,12,1,1.3999999999999995
Jan Salmon,Romania,Bacau,Switzerland,7.572328123608747,12,1,1.7999999999999998
Brian Carr,Bangladesh,Narayanganj,India,7.532055119273984,12,1,1.75
Steve Yost,Turkey,Trabzon,Singapore,7.521689211610092,12,1,1.4518518518518517
Patricia Jesse,Hungary,Nyiregyhaza,India,7.479356133764608,13,2,1.1999999999999997
Cynthia Warren,Algeria,Blida,India,7.407555763458329,12,1,0.6666666666666667
Antonia Jackson,Ethiopia,Bahir Dar,Spain,7.39257378634058,12,1,2.0
Judith Webb,Ireland,Mullingar,Mexico,7.385470633762066,12,1,1.8
Dion Couzens,Singapore,Bishan,United States,7.384212129634066,12,1,1.1999999999999997
James Whitney,Norway,Alesund,Spain,7.354545383295083,12,1,1.777777777777778
Michael Boyden,Czech Republic,Pardubice,Hong Kong,7.353332630048225,12,1,1.7999999999999998
Joni Tyner,Finland,Kouvola,France,7.3212127475809226,12,1,1.7999999999999998
Catherine Lord,Philippines,Cagayan de Oro,Mexico,7.319704086768573,12,1,1.6000000000000005
Scott Beall,Hungary,Kecskemet,China,7.313619250643211,12,1,1.3333333333333333
Victoria Geiger,Peru,Tacna,Peru,7.293495182318179,12,1,1.7777777777777777
Tim Perry,Egypt,Tanta,China,7.2854606396667405,13,2,0.8999999999999999
William Sather,Hungary,Szeged,Singapore,7.272544279418113,12,1,1.3333333333333333
Valerie Williams,Philippines,Las Piñas,Philippines,7.2541006019439385,11,1,0.7
Irene Shumaker,Romania,Targu Mures,Germany,7.224868569690452,12,1,1.5
Karen Teeters,Portugal,Funchal,China,7.123170897051211,12,1,1.7999999999999998
Linda Gambill,Morocco,Al Hoceima,Singapore,7.1219515582844455,13,2,0.1
Mildred Stephens,Morocco,Marrakech,United Kingdom,7.099378982791453,12,1,1.3999999999999995
Stephen Hein,Philippines,Imus,China,7.069279913404928,12,1,1.7999999999999998
Michael Stone,Slovakia,Poprad,China,7.019196296361499,12,1,1.3333333333333333
Franklin Bishop,Portugal,Évora,China,7.0157990214406105,12,1,1.3333333333333333
Vincent Murrell,Kenya,Mombasa,Nigeria,7.013798925112576,12,1,1.3000000000000007
Timothy Soliz,Austria,Dornbirn,China,6.961909546422188,12,1,1.2000000000000002
Juan Medina,Peru,Sullana,Japan,6.942433661619808,12,1,1.0
Amy Mcdaries,Portugal,Leiria,Russia,6.936788866622493,11,2,1.1999999999999997
Clint Rizzo,Pakistan,Islamabad,United States,6.932097605020967,12,1,1.5
Robin Stone,Algeria,Constantine,Israel,6.881043015563532,12,1,3.6296296296296298
Inez Shaw,Egypt,Port Said,Australia,6.87959567365852,12,1,1.0666666666666664
Willie Hunderlach,Greece,Patras,Switzerland,6.863407800232506,12,1,1.3425925925925926
Sara Jennings,Nigeria,Abeokuta,France,6.830450984900992,12,1,1.4074074074074072
Donald Richardson,Malaysia,Kota Bharu,Morocco,6.829443244805574,12,1,1.6000000000000005
Tiffany Ferguson,Ethiopia,Jimma,Canada,6.81392252112717,12,1,1.3333333333333333
Tina Moreno,Angola,Lucapa,Norway,6.780030635507178,13,2,0.20000000000000004
Corey Warren,Singapore,Tampines,China,6.698041939466263,12,1,1.4000000000000004
Julie Marbley,Peru,Chimbote,Canada,6.664869663831943,12,1,1.5
Gloria Lopez,Sweden,Nacka,South Korea,6.661871129886973,12,1,1.0999999999999996
Preston Fontenot,Czech Republic,České Budějovice,France,6.640355499918664,12,1,1.7999999999999998
Robert Rose,South Africa,Benoni,Italy,6.628520224733524,12,1,1.3333333333333333
Diane Phillips,Hong Kong,Yuen Long,Japan,6.623805259652549,12,1,1.6000000000000005
Kayla Griffin,Finland,Mikkeli,France,6.609517212208151,12,1,1.5999999999999996
Eloise Ortiz,Algeria,Sidi Bel Abbes,Germany,6.562575514864963,11,2,1.4000000000000001
Glen Tarr,Hong Kong,Sai Kung,South Korea,6.538243532788356,13,1,0.3555555555555556
Lance Kamphoefner,Ecuador,Quevedo,United Kingdom,6.5220103309637985,13,2,0.19999999999999996
Linda Kiedrowski,Saudi Arabia,Al-Ahsa,Saudi Arabia,6.518692471224968,12,1,1.3999999999999995
Anthony Cahill,Pakistan,Bahawalpur,Belgium,6.515257268584164,12,1,1.0666666666666667
Robert Hennessey,Singapore,Bukit Batok,Belgium,6.48101784761437,12,1,1.9703703703703705
Paul Edwards,Czech Republic,Liberec,United States,6.471259281254669,12,1,1.3999999999999995
Kim Sotomayor,Angola,Menongue,China,6.401876059871401,12,1,0.4444444444444444
Douglas Tims,Romania,Baia Mare,Kuwait,6.377627154469134,12,1,1.666666666666667
Joseph Spivey,Greece,Rhodes,Sweden,6.356321192251984,14,2,0.19999999999999996
Herbert Greenwood,Hungary,Gyor,Mexico,6.343128340371606,12,1,1.3333333333333333
Jeffrey Melody,Slovakia,Nitra,China,6.336446508754798,12,1,1.3333333333333333
Shannon Washington,Kenya,Nakuru,Singapore,6.330482228384778,12,1,1.7999999999999998
Danielle Bower,Ukraine,Chernivtsi,Germany,6.320368554848267,14,2,0.19999999999999996
Humberto Cook,Thailand,Udon Thani,India,6.285172268625496,12,1,1.2833333333333332
Christina Brizuela,Bangladesh,Chandpur,Italy,6.266709213025471,13,2,0.1
Jerry Hartley,South Africa,Soweto,Brazil,6.194361205373522,12,1,1.5999999999999996
Martha Jordan,Belgium,Namur,France,6.194170803262253,12,1,2.166666666666667
James Minard,Chile,La Serena,France,6.151904678690553,12,1,1.4222222222222225
Mildred Brown,Bangladesh,Nawabganj,United Kingdom,6.150208187686577,12,1,0.4666666666666666
Joe Wigington,Denmark,Hillerød,Peru,6.090436671870101,12,1,1.3333333333333333
Bruce Steele,Finland,Hameenlinna,Mexico,6.027980098969048,12,1,1.5
Paula Royal,Oman,Ibra,Indonesia,6.007381145961646,14,2,0.19999999999999996
Erica Johnson,Sweden,Sodertalje,Sweden,5.969924100222026,12,1,1.333333333333334
Marilou Brooks,Malaysia,Kota Kinabalu,France,5.954514729290069,12,1,1.6000000000000005
Karen Dehart,Kenya,Lamu,India,5.95241371099943,14,2,0.1
Derrick Warren,Kazakhstan,Atyrau,Philippines,5.937644740702401,12,1,0.6666666666666667
Patsy Campbell,Chile,Arica,United States,5.907559741720542,12,1,1.3333333333333333
Hilda Miller,Colombia,Armenia,Ireland,5.90136189088495,13,2,0.19999999999999996
Charlie Skeans,Philippines,General Santos,Japan,5.8982000269901365,12,1,1.6000000000000005
Muriel Solari,Denmark,Randers,Canada,5.882348266477952,12,1,1.3999999999999995
Tonya Bowden,Algeria,Constantine,Brazil,5.876685753022258,12,1,1.8148148148148149
Terry Vannatta,Denmark,Naestved,Japan,5.849662214780718,12,1,0.6666666666666667
Merry Blevins,Chile,Arica,Israel,5.84570520042005,12,1,0.6666666666666667
Gloria Jordan,Kenya,Kericho,India,5.806843993977004,14,2,0.19999999999999996
Brittany Marshall,Norway,Alesund,Norway,5.792229707452724,12,1,0.8888888888888891
Reginia Huges,Morocco,Nador,Mexico,5.791212945552556,14,2,0.19999999999999996
Belva Rains,Singapore,Serangoon,India,5.720690257443544,12,1,1.4000000000000001
John Cain,Australia,Cairns,Australia,5.699390812380099,12,1,1.348148148148148
Tina Peralta,Oman,Al Khaburah,United States,5.653472470206881,13,2,0.19999999999999996
Albert Ocheltree,Greece,Zografou,Canada,5.641588755712991,14,2,0.19999999999999996
Agustin Cooper,Egypt,Port Said,Italy,5.56442098777092,12,1,0.5333333333333332
Mary Losacco,Peru,Sullana,Russia,5.563049470462116,12,1,0.5
Abigail Quimby,Angola,Sumbe,Russia,5.550719795035793,14,2,0.19999999999999996
Veda Zackery,Portugal,Loures,Germany,5.5380039314087375,12,1,1.7999999999999998
Jamie Dobbins,Ecuador,Tulcán,China,5.476202467206975,14,2,0.1
Raymon Dender,Turkey,Diyarbakir,Portugal,5.443218470564446,12,1,1.666666666666666
Amy Columbus,Malaysia,Kuala Terengganu,China,5.44180331267571,12,1,1.3999999999999995
Frances Perkins,Ecuador,Portoviejo,Japan,5.42237014306584,12,1,0.6666666666666667
Ronald Mccoy,Bangladesh,Rangpur,Brazil,5.383011533856477,12,1,0.5
Joaquin Bertrand,Czech Republic,Opava,Oman,5.378977635596685,12,1,1.3333333333333333
Keli Bell,Bangladesh,Narayanganj,Saudi Arabia,5.374256449345774,13,2,1.0499999999999998
Catherine Vitucci,Singapore,Serangoon,Mexico,5.363953065934049,12,1,2.1
Sara Horn,Pakistan,Larkana,Poland,5.358049738563016,13,2,0.19999999999999996
Carole Enochs,Kuwait,Al-Mangaf,New Zealand,5.353751041115645,13,2,0.1
Edwin Elam,Thailand,Chiang Mai,Thailand,5.319179267639726,12,1,1.1999999999999997
Ellen Sanders,Ethiopia,Dilla,Canada,5.3061671971066575,13,2,0.22222222222222215
Patricia Gray,Morocco,Nador,Mexico,5.216710997285825,14,1,0.40000000000000013
Geraldine Trejo,Iraq,Kut,Saudi Arabia,5.2155425462620375,13,2,0.19999999999999996
Marc Thurston,Pakistan,Bahawalpur,Brazil,5.202293695615027,12,1,1.5999999999999999
Lorraine Hunter,Peru,Huanuco,United States,5.182257836784916,12,1,0.5
Stephanie Bisom,Morocco,Meknes,Russia,5.150655794113719,12,1,1.3333333333333333
Augustus Bryant,Singapore,Toa Payoh,United Kingdom,5.149153333823242,12,1,0.8333333333333333
Tony Rosenberg,Kuwait,Salwa,South Korea,5.106212384565534,14,2,0.1
Joseph Holifield,Nigeria,Abeokuta,Brazil,5.072572513040799,14,1,0.7037037037037035
William Johnston,Nigeria,Maiduguri,Germany,5.053609994966897,12,1,1.5407407407407407
Geneva Stowe,Qatar,Madinat ash Shamal,Japan,5.043874397134504,14,2,0.1
Frank Wester,Kenya,Ruiru,France,5.020607806255545,12,1,2.0
Steven Esquerra,Czech Republic,Opava,Spain,5.016413833561976,14,1,0.6666666666666667
Elsie Keast,South Africa,Witbank,Italy,4.974740165131253,12,1,0.5
Lana Wilkowitz,Kazakhstan,Atyrau,Argentina,4.970422764443548,12,1,1.3333333333333333
Kimberly Surface,Morocco,Khouribga,Turkey,4.965426646942205,13,2,0.19999999999999996
Paul Clemons,Singapore,Hougang,India,4.956415675649836,12,1,1.6666666666666665
Milagros Miller,Sweden,Helsingborg,Canada,4.946567688905326,12,1,2.0
Dana Weber,Chile,Villa Alemana,Canada,4.868381603625846,12,1,0.5
Sharon Mitchell,Ethiopia,Kombolcha,Argentina,4.864113054656382,14,2,0.19999999999999996
Jason Vonstein,Peru,Callao,Japan,4.843894409037914,12,1,1.5166666666666657
Florence Rice,Romania,Oradea,Germany,4.838958429433078,12,1,1.4222222222222225
Bridgett Campbell,Bangladesh,Tongi,Belgium,4.830383333905469,12,2,0.19999999999999996
George Carlson,Morocco,Mohammedia,Switzerland,4.815010196405641,13,2,0.19999999999999996
Karina Garrett,Oman,Al Hamra,Turkey,4.795719409979915,14,2,0.1
Kenneth Hatfield,Slovakia,Trnava,Finland,4.726411308018465,12,1,1.3333333333333333
Darrell Ramirez,Nigeria,Owerri,Nigeria,4.695519779907338,12,1,1.2
Nelson Scalf,Morocco,Al Hoceima,Mexico,4.668074706218213,14,2,0.20000000000000004
Jack Kerby,Austria,Sankt Polten,United States,4.5936004479817925,12,1,1.3999999999999995
Robert Fitch,Bangladesh,Savar,Japan,4.558003005985643,12,1,1.3333333333333333
Matthew Nevarez,Oman,Al Khuwair,Italy,4.542480908011942,12,1,0.6
Sara Preston,Kenya,Lamu,Brazil,4.5386636136883105,13,2,0.20000000000000004
Elaine Gregg,Qatar,Al Daayen,Argentina,4.526994627721673,12,1,0.7666666666666666
Jerald Vargo,Qatar,The Pearl,United States,4.441151473359182,14,2,0.19999999999999996
Linda Dean,Colombia,Cartagena,United States,4.439184328690029,12,1,1.3333333333333333
Bryan Carter,Angola,Benguela,Italy,4.429443949959998,12,1,0.6666666666666667
Donald Hart,Canada,London,Poland,4.416278785343698,12,1,2.2
Fred Armstrong,Philippines,Taguig,China,4.402277648991988,12,1,1.7999999999999998
James King,Kenya,Machakos,Pakistan,4.308953168148539,12,1,0.29999999999999993
Marjorie Bellows,Norway,Sandnes,Norway,4.259091955892029,12,1,1.1999999999999993
Woodrow Gagnon,Angola,Lobito,United Arab Emirates,4.21253615426877,12,1,1.5
Tonya Sato,Saudi Arabia,Abha,South Korea,4.182474331537764,12,1,1.3999999999999995
Milton Sanders,Algeria,Djelfa,Russia,4.137301429153202,14,1,0.29999999999999993
Joseph West,Thailand,Ubon Ratchathani,China,4.113458058220015,12,1,1.1999999999999997
Glen Picciano,Pakistan,Peshawar,Germany,4.10164088824089,12,1,0.9777777777777779
Delorse Sheffield,Czech Republic,Karvina,Singapore,4.0922687782204745,14,1,0.6666666666666667
Dean Warren,Saudi Arabia,Al-Qatif,Malaysia,4.084632128619693,12,1,0.9333333333333336
Catherine Murray,Ukraine,Donetsk,France,4.0629546904935205,12,1,1.3999999999999995
Addie Shaw,Qatar,Ain Khaled,Germany,4.062599199827646,15,1,0.23333333333333334
Hugh Metcalf,Pakistan,Hyderabad,Italy,4.036005271057661,12,1,1.3999999999999995
Kevin Hamilton,Finland,Kotka,United Kingdom,3.9998335205958275,12,1,0.44444444444444453
John Castleberry,Kuwait,Fintas,South Korea,3.9498528534602064,14,2,0.1
Therese Jackson,Switzerland,Sion,Canada,3.9014165254263333,12,1,1.6000000000000005
Ernest Anderson,Kazakhstan,Ekibastuz,Germany,3.8912866397980044,14,2,0.19999999999999996
Olga Richards,Egypt,Al-Mansura,Italy,3.871133558393077,12,1,1.0
Dorothy Gordon,Kuwait,Sabahiya,Turkey,3.8644816878335995,14,2,0.1
Sherwood Bartberger,Ireland,Dundalk,Germany,3.7986604191191935,12,1,0.9333333333333333
Denise Alder,Finland,Salo,Indonesia,3.760231598131559,12,1,1.3333333333333333
Jeremiah Garza,Kenya,Kikuyu,Italy,3.6956540332073224,12,1,0.6666666666666667
Jim Shelpman,Singapore,Ang Mo Kio,Japan,3.6661550216651975,12,1,0.9777777777777779
Jose Pergande,United Arab Emirates,Al Hamriyah,United Arab Emirates,3.6583145662558993,14,1,0.08333333333333334
Brenda Prince,Ecuador,Cuenca,Mexico,3.6479795051710244,12,1,1.4222222222222225
Frank Long,Singapore,Bukit Batok,Canada,3.6041824575011776,12,1,0.9851851851851852
Brett Artis,Slovakia,Trnava,Russia,3.5507865233064217,12,1,0.6666666666666667
Thelma Maberry,Qatar,Education City,China,3.5104725628007416,15,1,0.23333333333333334
James Chapman,Slovakia,Spišská Nová Ves,Netherlands,3.4344119816680494,12,1,0.6
Oscar Gomes,Thailand,Mueang Nakhon Sawan,Italy,3.388678224944552,12,1,0.6
Jamie Martin,Ecuador,Latacunga,Japan,3.383951137057088,15,1,0.40000000000000013
Candace Faulkner,Algeria,Jijel,Japan,3.3483263817880564,12,1,0.40000000000000013
Richard Tribley,Bangladesh,Sylhet,Italy,3.3111231607237106,12,1,0.4666666666666668
Adalberto Boteilho,Algeria,El Oued,New Zealand,3.2971952603519954,14,2,0.19999999999999996
Bette Rivali,Greece,Peristeri,South Korea,3.266803997475389,15,1,0.6
Claudine Gorius,Thailand,Mueang Nakhon Sawan,Nigeria,3.202209656095832,12,1,0.9
Frank Penney,South Africa,East London,Indonesia,3.1880908617277117,12,1,1.5999999999999999
Jason Ogle,United Arab Emirates,Khalifa City,United Arab Emirates,3.1812140443889487,12,1,0.7777777777777777
Elijah Lang,Morocco,El Jadida,Canada,3.091078380432582,14,1,0.2
Terrell Jones,Kenya,Kisii,United States,3.0759061869466966,14,2,0.19999999999999996
Madeline Gibbs,Slovakia,Levice,Germany,3.052190141284515,14,1,0.2999999999999998
Juana Counts,Poland,Radom,Poland,2.9852651201145903,12,1,1.0999999999999996
Joseph Schuster,New Zealand,Napier-Hastings,China,2.9808394386602934,12,1,1.4222222222222225
Laura Pitt,Poland,Torun,United States,2.9540372090146394,12,1,1.0
Raymond Price,Angola,Ndalatando,United States,2.951590868924733,15,1,0.23333333333333334
Juanita Thayer,Thailand,Chiang Rai,Japan,2.917188224939561,12,1,0.4000000000000001
Debra Burge,Hong Kong,Mong Kok,Germany,2.8781475002613424,15,1,0.2
Titus Zapata,Finland,Pori,France,2.8719330607483746,12,1,1.2000000000000002
Michelle Kraft,Kuwait,Um Al Hayman,United States,2.8368205625357423,14,1,0.4666666666666666
Deborah Wahlstrom,Malaysia,Ampang Jaya,Ecuador,2.7936469773885784,12,1,1.1111111111111107
Ellis Haza,Iraq,Kut,Indonesia,2.7718676866438963,15,1,0.40000000000000013
Dorthea Paige,Qatar,Ain Khaled,China,2.7321735138097445,14,2,0.20000000000000004
Antonio Shoemaker,Iraq,Samawah,China,2.681991595683055,13,2,0.19999999999999996
Colin Blevins,Czech Republic,Jihlava,Israel,2.6618341707937696,12,1,0.6666666666666667
Stanley Myhre,Norway,Porsgrunn,Russia,2.642508818996414,12,1,1.2
George Matz,Kuwait,Mishref,Spain,2.6207076526622983,15,1,0.23333333333333334
Consuelo Chaney,Bangladesh,Dinajpur,Bangladesh,2.6181080358138895,12,1,0.40000000000000013
Mark Beiler,Hungary,Bekescsaba,Germany,2.6171348332482793,13,2,0.19999999999999996
Fernando Dupont,Belgium,Tournai,United Kingdom,2.613347921061294,12,1,1.6000000000000005
Suzanne Doucette,Ethiopia,Hawassa,China,2.6101858090916337,12,1,1.5
Marnie Radune,Kuwait,Fintas,United Kingdom,2.6048820228324208,15,1,0.23333333333333334
Gerald Herzig,Kuwait,Mishref,Australia,2.5860488505573063,13,2,0.1
Debra Culpepper,Morocco,Oujda,United States,2.522993557396237,12,1,0.6666666666666667
Bernadette Rivera,Iraq,Amarah,China,2.475099650373606,14,2,0.19999999999999996
Sidney Borden,Peru,Arequipa,Australia,2.4375168397128215,12,1,1.2833333333333332
Ramon Dinapoli,Ethiopia,Dessie,Indonesia,2.410211876091674,12,1,1.3333333333333333
